filename,predicted_class,label,class_0_prob,class_1_prob,class_2_prob,var_x,var_y,var_z,linearity,planarity,anisotropy,ex,ey,ez,bbox_maxmin,bbox_midmin,axis_bending,num_boundaries,genus,is_hollow
cabinet_004_07.obj,1,1,0.0684,0.9277,0.0039,0.9348,0.0649,0.0003,0.0652,0.0003,3098.7361,0.0163,0.9084,0.2393,55.6666,14.6667,0.2665,0.0,0.0,0.0
cabinet_004_08.obj,0,0,0.8332,0.1665,0.0003,0.9691,0.0282,0.0027,0.0309,0.0027,360.9954,0.3101,0.0529,0.0163,19.0,3.2426,0.7197,0.0,0.0,0.0
cabinet_004_09.obj,0,0,0.8332,0.1665,0.0003,0.9691,0.0282,0.0027,0.0309,0.0027,360.9954,0.3101,0.0529,0.0163,19.0,3.2426,0.7197,0.0,0.0,0.0
cabinet_005_01.obj,1,1,0.0261,0.968,0.0059,0.8366,0.1628,0.0006,0.1634,0.0006,1393.707,0.3066,0.0082,0.1352,37.3333,16.4666,0.4851,0.0,0.0,0.0
cabinet_005_02.obj,1,1,0.0261,0.968,0.0059,0.8366,0.1628,0.0006,0.1634,0.0006,1393.707,0.3066,0.0082,0.1352,37.3333,16.4666,0.4851,0.0,0.0,0.0
cabinet_005_03.obj,1,1,0.0261,0.968,0.0059,0.8366,0.1628,0.0006,0.1634,0.0006,1393.7096,0.3066,0.0082,0.1352,37.3333,16.4667,0.4851,0.0,0.0,0.0
cabinet_005_04.obj,1,1,0.0261,0.968,0.0059,0.8366,0.1628,0.0006,0.1634,0.0006,1393.707,0.3066,0.0082,0.1352,37.3333,16.4666,0.4851,0.0,0.0,0.0
cabinet_005_05.obj,1,1,0.0261,0.968,0.0059,0.8366,0.1628,0.0006,0.1634,0.0006,1393.707,0.3066,0.0082,0.1352,37.3333,16.4666,0.4851,0.0,0.0,0.0
cabinet_005_06.obj,1,1,0.0261,0.968,0.0059,0.8366,0.1628,0.0006,0.1634,0.0006,1393.717,0.3066,0.0082,0.1352,37.3334,16.4667,0.4851,0.0,0.0,0.0
cabinet_005_07.obj,0,1,0.8579,0.1417,0.0003,0.9794,0.0205,0.0001,0.0206,0.0001,13674.5312,0.0082,0.9363,0.1369,113.9998,16.6666,0.4902,0.0,0.0,0.0
cabinet_005_08.obj,0,1,0.8579,0.1417,0.0003,0.9794,0.0205,0.0001,0.0206,0.0001,13674.5312,0.0082,0.9363,0.1369,113.9998,16.6666,0.4902,0.0,0.0,0.0
cabinet_005_09.obj,1,1,0.0307,0.9667,0.0026,0.896,0.104,0.0,0.104,0.0,717909.1875,0.3148,0.9183,0.0011,838.5718,287.4972,0.5,0.0,0.0,0.0
cabinet_006_01.obj,1,1,0.0618,0.9305,0.0077,0.6393,0.3596,0.0011,0.3607,0.0011,557.8425,0.1883,0.0083,0.1413,22.5694,16.9332,0.4631,0.0,0.0,0.0
cabinet_006_02.obj,0,0,0.9957,0.0043,0.0,0.9995,0.0005,0.0,0.0005,0.0,5636592.0,0.0205,0.9359,0.0004,2287.9343,49.9986,0.0,0.0,0.0,0.0
cabinet_006_03.obj,0,0,0.9957,0.0043,0.0,0.9995,0.0005,0.0,0.0005,0.0,5636593.0,0.0205,0.9359,0.0004,2287.9343,49.9986,0.0,0.0,0.0,0.0
cabinet_006_04.obj,0,0,0.9622,0.0374,0.0004,0.9857,0.0143,0.0,0.0143,0.0,171130.3281,0.1636,0.0196,0.0004,399.9885,47.9986,0.0,0.0,0.0,0.0
cabinet_006_05.obj,0,0,0.9312,0.0686,0.0002,0.9832,0.0147,0.0022,0.0168,0.0022,454.9632,0.1636,0.0205,0.0082,20.0,2.5,0.4954,0.0,0.0,0.0
cabinet_006_06.obj,0,0,0.9622,0.0374,0.0004,0.9857,0.0143,0.0,0.0143,0.0,171130.3281,0.1636,0.0196,0.0004,399.9885,47.9986,0.0,0.0,0.0,0.0
cabinet_006_07.obj,0,0,0.9312,0.0686,0.0002,0.9832,0.0147,0.0022,0.0168,0.0022,454.9632,0.1636,0.0205,0.0082,20.0,2.5,0.4936,0.0,0.0,0.0
cabinet_006_08.obj,0,0,0.9622,0.0374,0.0004,0.9857,0.0143,0.0,0.0143,0.0,171130.3281,0.1636,0.0196,0.0004,399.9885,47.9986,0.0,0.0,0.0,0.0
cabinet_006_09.obj,1,1,0.0774,0.9213,0.0013,0.6235,0.3765,0.0,0.3765,0.0,5373254.5,0.1556,0.2001,0.0001,3341.9272,2597.4277,0.1151,0.0,0.0,0.0
cabinet_006_10.obj,1,1,0.0774,0.9213,0.0013,0.6235,0.3765,0.0,0.3765,0.0,5373254.5,0.1556,0.2001,0.0001,3341.9272,2597.4277,0.1151,0.0,0.0,0.0
cabinet_006_11.obj,1,1,0.0774,0.9213,0.0013,0.6235,0.3765,0.0,0.3765,0.0,5373281.0,0.1556,0.2002,0.0001,3342.0298,2597.428,0.1151,0.0,0.0,0.0
cabinet_006_12.obj,1,1,0.0774,0.9213,0.0013,0.6235,0.3765,0.0,0.3765,0.0,5373316.0,0.1556,0.2002,0.0001,3342.0364,2597.428,0.1151,0.0,0.0,0.0
cabinet_006_13.obj,0,1,0.938,0.0614,0.0006,0.9785,0.0215,0.0001,0.0215,0.0001,14685.0596,0.0082,0.9653,0.1432,117.9999,17.5,0.0014,0.0,0.0,0.0
cabinet_006_14.obj,1,1,0.3028,0.6924,0.0048,0.9631,0.0369,0.0,0.0369,0.0,885209.625,0.1882,0.9609,0.0015,659.7052,129.1772,0.0002,0.0,0.0,0.0
cabinet_006_15.obj,0,1,0.938,0.0614,0.0006,0.9785,0.0215,0.0001,0.0215,0.0001,14685.0596,0.0082,0.9653,0.1432,117.9999,17.5,0.0014,0.0,0.0,0.0
cabinet_006_16.obj,2,2,0.0,0.0,0.9999,0.4706,0.2647,0.2647,0.5294,0.2647,1.778,0.0119,0.0119,0.0115,1.0357,1.0357,0.4878,0.0,0.0,0.0
BedSet_02_01.obj,0,0,0.9907,0.0091,0.0001,0.9935,0.0062,0.0003,0.0065,0.0003,3514.5356,0.6463,0.0511,0.0109,59.2843,4.6891,0.0,0.0,0.0,0.0
BedSet_02_02.obj,1,1,0.0982,0.8733,0.0284,0.596,0.3987,0.0052,0.404,0.0052,114.0464,0.6393,0.0632,0.5113,10.1201,8.094,0.0,0.0,0.0,0.0
BedSet_02_03.obj,1,1,0.0947,0.8639,0.0414,0.5972,0.3907,0.0121,0.4028,0.0121,49.4672,0.6478,0.0921,0.524,7.0333,5.6885,0.0,0.0,0.0,0.0
BedSet_02_04.obj,1,1,0.1758,0.8183,0.0059,0.9446,0.0553,0.0001,0.0554,0.0001,9429.3438,0.002,0.0479,0.1981,97.1433,23.5024,0.0027,0.0,0.0,0.0
BedSet_02_05.obj,1,1,0.1758,0.8183,0.0059,0.9446,0.0553,0.0001,0.0554,0.0001,9429.3457,0.002,0.0479,0.1981,97.1433,23.5024,0.0027,0.0,0.0,0.0
BedSet_02_06.obj,1,1,0.1758,0.8183,0.0059,0.9446,0.0553,0.0001,0.0554,0.0001,9429.6201,0.002,0.0479,0.1981,97.1447,23.5027,0.0027,0.0,0.0,0.0
BedSet_02_07.obj,1,1,0.1758,0.8183,0.0059,0.9446,0.0553,0.0001,0.0554,0.0001,9429.6211,0.002,0.0479,0.1981,97.1447,23.5027,0.0027,0.0,0.0,0.0
BedSet_02_08.obj,0,0,0.9907,0.0091,0.0001,0.9935,0.0062,0.0003,0.0065,0.0003,3514.5356,0.6463,0.0511,0.0109,59.2843,4.6891,0.0,0.0,0.0,0.0
BedSet_02_09.obj,1,1,0.3205,0.6743,0.0052,0.9508,0.049,0.0002,0.0492,0.0002,5735.6313,0.0052,0.1502,0.5303,101.7716,28.8149,0.001,0.0,0.0,0.0
BedSet_02_10.obj,1,1,0.3205,0.6743,0.0052,0.9508,0.049,0.0002,0.0492,0.0002,5735.6313,0.0052,0.1502,0.5303,101.7716,28.8149,0.001,0.0,0.0,0.0
BedSet_02_11.obj,1,1,0.0402,0.9467,0.013,0.9074,0.0921,0.0005,0.0926,0.0005,1688.9095,0.0748,0.235,0.0057,41.0984,13.0914,0.0,0.0,0.0,0.0
BedSet_02_12.obj,1,1,0.0402,0.9467,0.013,0.9074,0.0921,0.0005,0.0926,0.0005,1688.9095,0.0748,0.235,0.0057,41.0984,13.0914,0.0,0.0,0.0,0.0
BedSet_02_13.obj,1,1,0.0993,0.8779,0.0228,0.6023,0.3975,0.0003,0.3977,0.0003,2322.6372,0.0041,0.1609,0.1981,48.1984,39.1544,0.0,0.0,0.0,0.0
BedSet_02_14.obj,1,1,0.0993,0.8779,0.0228,0.6023,0.3975,0.0003,0.3977,0.0003,2322.6375,0.0041,0.1609,0.1981,48.1984,39.1544,0.0,0.0,0.0,0.0
BedSet_02_15.obj,1,1,0.0423,0.913,0.0447,0.8189,0.1798,0.0013,0.1811,0.0013,624.9298,0.0748,0.0064,0.1597,24.9996,11.7134,0.0,0.0,0.0,0.0
BedSet_02_16.obj,1,1,0.0431,0.9084,0.0485,0.8182,0.1796,0.0022,0.1818,0.0022,380.5226,0.0748,0.0082,0.1597,19.5074,9.1401,0.0,0.0,0.0,0.0
BedSet_02_17.obj,0,0,0.9517,0.0478,0.0005,0.9803,0.0195,0.0002,0.0197,0.0002,4575.9429,0.0748,0.0078,0.5303,67.6475,9.5469,0.0,0.0,0.0,0.0
BedSet_02_18.obj,1,1,0.0431,0.9084,0.0485,0.8182,0.1796,0.0022,0.1818,0.0022,380.5226,0.0748,0.0082,0.1597,19.5074,9.1401,0.0,0.0,0.0,0.0
BedSet_02_19.obj,1,1,0.0423,0.913,0.0447,0.8189,0.1798,0.0013,0.1811,0.0013,624.9298,0.0748,0.0064,0.1597,24.9996,11.7134,0.0,0.0,0.0,0.0
BedSet_02_20.obj,0,0,0.9512,0.0483,0.0005,0.9803,0.0195,0.0001,0.0197,0.0001,6888.2695,0.0748,0.0064,0.5303,82.9989,11.7135,0.0,0.0,0.0,0.0
BedSet_02_21.obj,1,1,0.0415,0.9185,0.04,0.819,0.1808,0.0001,0.181,0.0001,6888.2051,0.0064,0.2492,0.5303,82.9985,38.9993,0.0,0.0,0.0,0.0
BedSet_02_22.obj,1,2,0.0876,0.8879,0.0245,0.7052,0.2945,0.0003,0.2948,0.0003,2401.0063,0.0082,0.3546,0.5303,64.5235,43.1451,0.2168,0.0,0.0,0.0
BedSet_02_23.obj,0,0,0.8757,0.1239,0.0004,0.9743,0.022,0.0037,0.0257,0.0037,262.0375,0.0639,0.0073,0.0105,8.7125,1.4333,0.4966,0.0,0.0,0.0
BedSet_02_24.obj,0,0,0.876,0.1235,0.0005,0.9743,0.022,0.0037,0.0257,0.0037,262.0375,0.0639,0.0073,0.0105,8.7125,1.4333,0.481,0.0,0.0,0.0
BedSet_03_01.obj,1,1,0.1037,0.8898,0.0065,0.9383,0.0611,0.0006,0.0617,0.0006,1693.0446,0.0149,0.1823,0.6174,41.5,12.25,0.004,0.0,0.0,0.0
BedSet_03_02.obj,1,1,0.0569,0.9413,0.0019,0.9313,0.0682,0.0005,0.0687,0.0005,1861.0702,0.0149,0.1823,0.6174,41.5,12.25,0.4739,0.0,0.0,0.0
BedSet_03_03.obj,1,1,0.114,0.865,0.021,0.5827,0.4107,0.0066,0.4173,0.0066,88.1032,0.7355,0.08,0.6174,9.1967,7.7209,0.2477,0.0,0.0,0.0
BedSet_04_01.obj,1,1,0.3377,0.6574,0.0048,0.9568,0.0432,0.0,0.0432,0.0,290249.9688,0.0791,0.3723,0.0007,540.6311,114.8286,0.0,0.0,0.0,0.0
BedSet_04_02.obj,1,1,0.0982,0.8715,0.0303,0.6085,0.3869,0.0046,0.3915,0.0046,132.5651,0.0791,0.0086,0.0992,11.5139,9.1802,0.0,0.0,0.0,0.0
BedSet_04_03.obj,1,1,0.0957,0.8691,0.0353,0.592,0.3982,0.0098,0.408,0.0098,60.4021,0.0791,0.0124,0.0964,7.772,6.3748,0.0,0.0,0.0,0.0
BedSet_04_04.obj,1,1,0.0954,0.8793,0.0253,0.5679,0.4249,0.0072,0.4321,0.0072,79.0169,0.0791,0.0103,0.0914,8.8893,7.6889,0.0,0.0,0.0,0.0
BedSet_04_05.obj,1,1,0.3377,0.6574,0.0048,0.9568,0.0432,0.0,0.0432,0.0,290249.9688,0.0791,0.3723,0.0007,540.6311,114.8286,0.0,0.0,0.0,0.0
BedSet_04_06.obj,1,1,0.0982,0.8715,0.0303,0.6085,0.3869,0.0046,0.3915,0.0046,132.5651,0.0791,0.0086,0.0992,11.5139,9.1802,0.0,0.0,0.0,0.0
BedSet_04_07.obj,1,1,0.0957,0.8691,0.0353,0.592,0.3982,0.0098,0.408,0.0098,60.4021,0.0791,0.0124,0.0964,7.772,6.3748,0.0,0.0,0.0,0.0
BedSet_04_08.obj,1,1,0.0954,0.8793,0.0253,0.5679,0.4249,0.0072,0.4321,0.0072,79.0169,0.0791,0.0103,0.0914,8.8893,7.6889,0.0,0.0,0.0,0.0
BedSet_04_09.obj,1,1,0.0988,0.8737,0.0275,0.6278,0.372,0.0002,0.3722,0.0002,2905.3394,0.0091,0.3787,0.492,53.9022,41.4888,0.0,0.0,0.0,0.0
BedSet_04_10.obj,0,1,0.6593,0.3377,0.003,0.962,0.0378,0.0002,0.038,0.0002,5040.415,0.0975,0.0069,0.492,70.9982,14.0717,0.0,0.0,0.0,0.0
BedSet_04_11.obj,1,1,0.099,0.874,0.027,0.6251,0.3747,0.0002,0.3749,0.0002,2791.9207,0.0093,0.3809,0.492,52.8396,40.9086,0.0,0.0,0.0,0.0
BedSet_04_12.obj,1,1,0.0943,0.8718,0.0338,0.6615,0.3384,0.0,0.3385,0.0,14935.6221,0.6537,0.0053,0.4676,122.2183,87.4172,0.0,0.0,0.0,0.0
BedSet_04_13.obj,1,1,0.0345,0.9466,0.0189,0.8899,0.1095,0.0007,0.1101,0.0007,1306.5062,0.0129,0.164,0.4676,36.146,12.6767,0.0,0.0,0.0,0.0
BedSet_04_14.obj,1,1,0.1513,0.8425,0.0062,0.9427,0.057,0.0003,0.0573,0.0003,3198.7063,0.6667,0.164,0.0118,56.5577,13.912,0.0,0.0,0.0,0.0
BedSet_04_15.obj,1,1,0.1518,0.842,0.0062,0.9426,0.057,0.0003,0.0574,0.0003,2804.5881,0.6667,0.164,0.0126,52.9589,13.0268,0.0,0.0,0.0,0.0
BedSet_04_16.obj,1,1,0.0367,0.9476,0.0157,0.8994,0.0999,0.0007,0.1006,0.0007,1297.7627,0.0137,0.164,0.492,36.0248,12.0082,0.0,0.0,0.0,0.0
BedSet_04_17.obj,0,0,0.948,0.0519,0.0001,0.9874,0.0112,0.0014,0.0126,0.0014,715.173,0.1662,0.0177,0.0061,27.2735,2.9091,0.5006,0.0,0.0,0.0
BedSet_04_18.obj,0,0,0.9618,0.0381,0.0001,0.9895,0.0087,0.0018,0.0105,0.0018,537.4976,0.1834,0.0172,0.0078,23.6437,2.2143,0.4623,0.0,0.0,0.0
BedSet_04_19.obj,0,0,0.9699,0.03,0.0001,0.9867,0.0086,0.0048,0.0133,0.0048,207.3338,0.1546,0.0144,0.0105,14.6844,1.3685,0.5118,0.0,0.0,0.0
BedSet_04_20.obj,0,0,0.9582,0.0416,0.0001,0.9884,0.0096,0.002,0.0116,0.002,486.742,0.1745,0.0172,0.0078,22.4986,2.2142,0.5108,0.0,0.0,0.0
BedSet_04_21.obj,1,1,0.0574,0.9267,0.0158,0.6704,0.319,0.0106,0.3296,0.0106,63.3734,0.6596,0.0872,0.4584,7.5597,5.254,0.492,0.0,0.0,0.0
BedSet_04_22.obj,1,1,0.0763,0.901,0.0227,0.5023,0.4809,0.0168,0.4977,0.0168,29.9093,0.5231,0.0926,0.466,5.6514,5.0346,0.002,0.0,0.0,0.0
BedSet_05_01.obj,0,0,0.9909,0.009,0.0001,0.9937,0.0061,0.0002,0.0063,0.0002,4652.8169,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_02.obj,0,0,0.9945,0.0055,0.0001,0.9941,0.0034,0.0025,0.0059,0.0025,392.5862,0.0144,0.2913,0.0144,20.25,1.0,0.0001,0.0,0.0,0.0
BedSet_05_03.obj,0,0,0.982,0.0172,0.0009,0.9703,0.0182,0.0116,0.0297,0.0116,83.9228,0.0144,0.1223,0.0144,8.5,1.0,0.0027,0.0,0.0,0.0
BedSet_05_04.obj,0,0,0.9944,0.0055,0.0001,0.994,0.0034,0.0026,0.006,0.0026,380.159,0.0144,0.2913,0.0144,20.25,1.0,0.0001,0.0,0.0,0.0
BedSet_05_05.obj,0,0,0.9901,0.0098,0.0001,0.993,0.0067,0.0002,0.007,0.0002,4241.1094,0.0072,0.036,0.5719,79.5,5.0,0.0003,0.0,0.0,0.0
BedSet_05_06.obj,0,0,0.993,0.0069,0.0001,0.996,0.0038,0.0002,0.004,0.0002,5408.0718,0.0072,0.036,0.5719,79.5,5.0,0.0002,0.0,0.0,0.0
BedSet_05_07.obj,0,0,0.9774,0.0225,0.0001,0.9979,0.002,0.0001,0.0021,0.0001,10750.2959,0.7158,0.036,0.0072,99.4996,5.0,0.4796,0.0,0.0,0.0
BedSet_05_08.obj,0,0,0.9807,0.0193,0.0001,0.9993,0.0006,0.0001,0.0007,0.0001,7930.8081,0.7265,0.0072,0.0144,100.9998,2.0,0.4913,0.0,0.0,0.0
BedSet_05_09.obj,0,0,0.9953,0.0046,0.0001,0.9989,0.0007,0.0003,0.0011,0.0003,2989.8369,0.0108,0.0144,0.5719,53.0,1.3333,0.0001,0.0,0.0,0.0
BedSet_05_10.obj,0,0,0.9927,0.0072,0.0001,0.995,0.0045,0.0005,0.005,0.0005,2002.5573,0.0036,0.1547,0.0108,42.9998,3.0,0.0004,0.0,0.0,0.0
BedSet_05_11.obj,0,0,0.9927,0.0072,0.0001,0.995,0.0045,0.0005,0.005,0.0005,2002.5573,0.0036,0.1547,0.0108,42.9998,3.0,0.0004,0.0,0.0,0.0
BedSet_05_12.obj,0,0,0.9927,0.0072,0.0001,0.995,0.0045,0.0005,0.005,0.0005,2002.5573,0.0036,0.1547,0.0108,42.9998,3.0,0.0004,0.0,0.0,0.0
BedSet_05_13.obj,0,0,0.9927,0.0072,0.0001,0.995,0.0045,0.0005,0.005,0.0005,2002.5573,0.0036,0.1547,0.0108,42.9998,3.0,0.0004,0.0,0.0,0.0
BedSet_05_14.obj,0,0,0.9927,0.0072,0.0001,0.995,0.0045,0.0005,0.005,0.0005,2002.5573,0.0036,0.1547,0.0108,42.9998,3.0,0.0005,0.0,0.0,0.0
BedSet_05_15.obj,0,0,0.9927,0.0072,0.0001,0.995,0.0045,0.0005,0.005,0.0005,2002.5573,0.0036,0.1547,0.0108,42.9998,3.0,0.0004,0.0,0.0,0.0
BedSet_05_16.obj,0,0,0.958,0.0406,0.0014,0.9669,0.0238,0.0093,0.0331,0.0093,103.9958,0.009,0.0899,0.0144,10.0,1.6,0.0101,0.0,0.0,0.0
BedSet_05_17.obj,0,0,0.958,0.0406,0.0014,0.9669,0.0238,0.0093,0.0331,0.0093,103.9957,0.009,0.0899,0.0144,10.0,1.6,0.0101,0.0,0.0,0.0
BedSet_05_18.obj,0,0,0.958,0.0406,0.0014,0.9669,0.0238,0.0093,0.0331,0.0093,103.9958,0.009,0.0899,0.0144,10.0,1.6,0.003,0.0,0.0,0.0
BedSet_05_19.obj,0,0,0.9774,0.0225,0.0001,0.9979,0.002,0.0001,0.0021,0.0001,10750.2959,0.7158,0.036,0.0072,99.4996,5.0,0.4847,0.0,0.0,0.0
BedSet_05_20.obj,0,0,0.9854,0.0139,0.0007,0.9715,0.0166,0.0118,0.0285,0.0118,81.9904,0.0144,0.1223,0.0144,8.5,1.0,0.0012,0.0,0.0,0.0
BedSet_05_21.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_22.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_23.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_24.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_25.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_26.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_27.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_28.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_29.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_30.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_31.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_32.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_33.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_34.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_05_35.obj,0,0,0.9918,0.0081,0.0001,0.9946,0.0052,0.0002,0.0054,0.0002,4856.8462,0.036,0.0072,0.5827,80.9999,5.0,0.0001,0.0,0.0,0.0
BedSet_06_01.obj,0,0,0.9814,0.0179,0.0006,0.9747,0.0167,0.0086,0.0253,0.0086,112.7392,0.0129,0.1331,0.0172,10.3331,1.3333,0.0021,0.0,0.0,0.0
BedSet_06_02.obj,0,0,0.9824,0.0171,0.0006,0.9749,0.0163,0.0087,0.0251,0.0087,111.8318,0.0129,0.1331,0.0172,10.3325,1.3333,0.0008,0.0,0.0,0.0
BedSet_06_03.obj,0,0,0.9945,0.0055,0.0001,0.9952,0.003,0.0018,0.0048,0.0018,550.6133,0.0129,0.3391,0.0172,26.3329,1.3333,0.0006,0.0,0.0,0.0
BedSet_06_04.obj,0,0,0.9946,0.0053,0.0001,0.9954,0.0028,0.0019,0.0046,0.0019,537.5879,0.0129,0.3391,0.0172,26.3329,1.3333,0.0002,0.0,0.0,0.0
BedSet_06_05.obj,0,0,0.948,0.0515,0.0006,0.9791,0.0203,0.0005,0.0209,0.0005,1841.8947,0.0067,0.0472,0.3864,58.0643,7.0967,0.0002,0.0,0.0,0.0
BedSet_06_06.obj,0,0,0.9944,0.0055,0.0001,0.996,0.0027,0.0013,0.004,0.0013,776.1694,0.0129,0.0172,0.3864,29.9995,1.3333,0.0005,0.0,0.0,0.0
BedSet_06_07.obj,0,0,0.9932,0.0067,0.0001,0.9946,0.0043,0.0011,0.0054,0.0011,872.9101,0.0067,0.1889,0.0129,28.387,1.9355,0.0011,0.0,0.0,0.0
BedSet_06_08.obj,0,0,0.9932,0.0067,0.0001,0.9946,0.0043,0.0011,0.0054,0.0011,872.9101,0.0067,0.1889,0.0129,28.387,1.9354,0.0011,0.0,0.0,0.0
BedSet_06_09.obj,0,0,0.9932,0.0067,0.0001,0.9946,0.0043,0.0011,0.0054,0.0011,872.9101,0.0067,0.1889,0.0129,28.387,1.9354,0.0005,0.0,0.0,0.0
BedSet_06_10.obj,0,0,0.9751,0.0248,0.0001,0.9968,0.0031,0.0002,0.0032,0.0002,6014.3809,0.8157,0.0472,0.0109,74.5109,4.3137,0.4972,0.0,0.0,0.0
BedSet_06_11.obj,0,0,0.9733,0.0264,0.0003,0.985,0.0147,0.0003,0.015,0.0003,3749.498,0.0064,0.0472,0.3864,59.9989,7.3332,0.0024,0.0,0.0,0.0
BedSet_06_12.obj,1,1,0.0314,0.9608,0.0077,0.816,0.1825,0.0015,0.184,0.0015,554.5455,0.822,0.0472,0.3926,17.4068,8.3136,0.4565,0.0,0.0,0.0
BedSet_06_13.obj,0,0,0.9934,0.0065,0.0001,0.9965,0.0033,0.0002,0.0035,0.0002,5551.6743,0.8157,0.0472,0.0109,74.5105,4.3128,0.0025,0.0,0.0,0.0
BedSet_07_01.obj,0,0,0.935,0.0648,0.0002,0.9876,0.0123,0.0001,0.0124,0.0001,13063.9619,0.7129,0.0786,0.0062,114.8831,12.6637,0.4823,0.0,0.0,0.0
BedSet_07_02.obj,0,0,0.9411,0.0588,0.0002,0.9886,0.0113,0.0001,0.0114,0.0001,17533.3594,0.7059,0.0786,0.0055,127.2255,14.1617,0.4541,0.0,0.0,0.0
BedSet_07_03.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8335,0.0047,0.0592,0.0046,12.8549,1.0245,0.0004,0.0,0.0,0.0
BedSet_07_04.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8324,0.0047,0.0592,0.0046,12.8549,1.0245,0.0004,0.0,0.0,0.0
BedSet_07_05.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8324,0.0047,0.0592,0.0046,12.8549,1.0245,0.001,0.0,0.0,0.0
BedSet_07_06.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8324,0.0047,0.0592,0.0046,12.8549,1.0245,0.001,0.0,0.0,0.0
BedSet_07_07.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8324,0.0047,0.0592,0.0046,12.8549,1.0245,0.001,0.0,0.0,0.0
BedSet_07_08.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0057,0.0118,0.0057,171.8996,0.0047,0.0592,0.0046,12.8574,1.0247,0.001,0.0,0.0,0.0
BedSet_07_09.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8324,0.0047,0.0592,0.0046,12.8549,1.0245,0.001,0.0,0.0,0.0
BedSet_07_10.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8324,0.0047,0.0592,0.0046,12.8549,1.0245,0.001,0.0,0.0,0.0
BedSet_07_11.obj,0,0,0.9938,0.0061,0.0002,0.9882,0.006,0.0058,0.0118,0.0058,171.8324,0.0047,0.0592,0.0046,12.8549,1.0245,0.001,0.0,0.0,0.0
